App,TestFileName,ProductionFileName,LOC,numberMethods,Assertion Roulette,Eager Test,Mystery Guest,Sleepy Test,Unknown Test,Redundant Assertion,Dependent Test,Magic Number Test,Conditional Test Logic,EmptyTest,General Fixture,IgnoredTest,Sensitive Equality,Verbose Test,Default Test,Resource Optimism,Duplicate Assert,Exception Catching Throwing,Constructor Initialization,Print Statement,Lazy Test
mybatis-3,YearMonthTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/YearMonthTypeHandler.java,85,9,6,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,ByteTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/ByteTypeHandler.java,84,8,9,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,ByteArrayTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/ByteArrayTypeHandler.java,75,8,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,OffsetDateTimeTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/OffsetDateTimeTypeHandler.java,85,9,6,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,ByteObjectArrayTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/ByteObjectArrayTypeHandler.java,87,8,6,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,TimeOnlyTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/TimeOnlyTypeHandler.java,89,10,6,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,DateTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/DateTypeHandler.java,90,10,6,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,JdbcTypeTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/JdbcType.java,48,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
mybatis-3,SqlTimeTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/SqlTimeTypeHandler.java,78,9,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,LocalDateTimeTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/LocalDateTimeTypeHandler.java,84,9,6,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,SqlDateTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/SqlDateTypeHandler.java,78,9,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
mybatis-3,ClobReaderTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/ClobReaderTypeHandler.java,175,14,7,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
mybatis-3,CharacterTypeHandlerTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/type/CharacterTypeHandler.java,91,9,6,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
